href,title,description,authors,date_published
/articles/s41467-024-49131-1,descSPIM: an affordable and easy-to-build light-sheet microscope optimized for tissue clearing techniques,"Poor access to suitable light-sheet microscopes remains a big obstacle for many end-users in biomedical research. Here, the authors present descSPIM, a low-cost, low-expertise light-sheet microscope for routine 3D imaging of cleared samples.","nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s41562-019-0804-2,Quantum reinforcement learning during human decision-making,Li et al. show that human value-based decision-making can be modelled using the quantum reinforcement learning framework. These new models reveal the importance of the medial frontal cortex in this quantum-like decision-making process.,"nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s41467-024-50168-5,Cortical parvalbumin neurons are responsible for homeostatic sleep rebound through CaMKII activation,"The role of cortical PV neurons in the regulation of sleep architecture and homeostatic sleep rebound is not fully understood. Here, the authors show that CaMKII-mediated control of cortical parvalbumin-neuron activity regulates the homeostatic sleep rebound in mice.","nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s41467-024-50176-5,Node-layer duality in networked systems,"Various real-world networks in social science, technology, and biology, can be presented as multilayer structures. To better understand their properties and function, the authors propose a concept of topological duality interpreting multilayer networks as two arrangements with nodes and layers switching their roles.","nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s41467-024-49371-1,"The human VGLUT3-pT8I mutation elicits uneven striatal DA signaling, food or drug maladaptive consumption in male mice","The VGLUT3-p.T8I mutation was identified in patients with SUDs and EDs and introduced in a mouse line. Here, authors show that mutant mice have an imbalanced DA signaling in the dorsal striatum associated with maladaptive cocaine and food consumption.","nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s41586-024-07719-z,Molecular basis of human noradrenaline transporter reuptake and inhibition,The cryo-electron microscopy structures of the human noradrenaline transporter in both the apo state and bound to substrates or antidepressant drugs are resolved.,"nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s41467-024-49712-0,Development of a genetically encoded sensor for probing endogenous nociceptin opioid peptide release,"Nociceptin is an opioid peptide regulating important brain functions, including motivation and 2stress responses. Here, the authors develop and validate a genetically encoded sensor as a tool for high-resolution detection of endogenous nociceptin in living animals.","nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
/articles/s42003-024-06435-8,Non-invasive ventral cervical magnetoneurography as a proxy of in vivo lipopolysaccharide-induced inflammation,"Ventral cervical magnetoneurography responses after LPS administration temporally aligned with the changes in TNF-α levels, making it a potential sensitive bioindicator of the neuroimmune axis for clinical use.","nature, search, Kohei Otomo, Takaki Omura, Etsuo A. Susaki, Ji-An Li, Daoyi Dong, Xiaochu Zhang, Kazuhiro Kon, Koji L. Ode, Hiroki R. Ueda, Charley Presigny, Marie-Constance Corsi, Fabrizio De Vico Fallani, Mathieu Favier, Elena Martin Garcia, Salah El Mestikawy, Jiaxin Tan, Yuan Xiao, Chuangye Yan, Xuehan Zhou, Carrie Stine, Tommaso Patriarchi, Yifeng Bu, Jamison Burks, Imanuel Lerman, Koustav Roy, Xuzhao Zhou, Michael Lazarus, Giselle Cheung, Danijela Bataveljic, Nathalie Rouach, Weronika Chojnacka, Jinfeng Teng, Ryan E. Hibbs, Prashant S. Emani, Jonathan Warrell, Aram W. Harrow, Hyunji Kang, Ah-reum Han, C. Justin Lee, Dorje C. Brody, Andrei Khrennikov, Irina Basieva, Ichiro Yamato, Birgit Poehn, Shruthi Krishnan, Kristin Tessmar-Raible, Shanti Pal Gangwar, Maria V. Yelshanskaya, Alexander I. Sobolevsky, Yukio Imamura, Ayami Okuzumi, Nobuyuki Nukina, Jie Zhang, Jonathan Newman, Matthew Wilson, Salome Funes, Jonathan Jung, Daryl A. Bosco, Nathan Bénac, G. Ezequiel Saraceno, Laurent Groc, Elizabeth Gibney, Nick Petrić Howe, Ben James, Léa Darnet, Leon Lagnado, Francesca Coraggio, Mahak Bhushan, Georgia Rapti, Dennis Mircsof, Maéva Langouët, Laurence Colleaux, Yiqing Wei, Zhuoya Yu, Yan Zhao, Diana Arseni, Renren Chen, Benjamin Ryskeldi-Falcon, Sharif I. Kronemer, Mark Aksen, Hal Blumenfeld, Daniela C Dieterich, Jennifer J L Hodas, Erin M Schuman, Stephan Tetter, Diana Arseni, Benjamin Ryskeldi-Falcon, Masanori Matsuzaki, Tatsuya Hayama, Graham C R Ellis-Davies, Amy J Lam, François St-Pierre, Michael Z Lin, Daneck Lang-Ouellette, Kim M. Gruver, Alanna J. Watt, Stephanie A. Maynard, Jonas Ranft, Antoine Triller, Abhi Aggarwal, Rui Liu, Kaspar Podgorski, Valentina Botero, Bethany A. Stanhope, Seth M. Tomchik, Yan Zhang, Márton Rózsa, Loren L. Looger, Nethaji Thiyagarajan, Ross Ferguson, K. Ravi Acharya, Diana Arseni, Masato Hasegawa, Benjamin Ryskeldi-Falcon, Sidharth Tyagi, Grant P. Higerd-Rusli, Sulayman D. Dib-Hajj, Kassandra M. Ori-McKenney, Jing Xu, Richard B. Vallee, Oded Shor, Amit Yaniv-Rosenfeld, Felix Benninger, Priyanka Singh, Jernej Jorgačevski, Robert Zorec, Yulia G. Ermakova, Aleksandr A. Lanin, Vsevolod V. Belousov, Gayathri N. Ranganathan, Pierre F. Apostolides, Jeffrey C. Magee, Devendra Kumar Maurya, Anna Berghard, Staffan Bohm, Xiuhua Yin, Hong Zhou, Ruhong Zhou, Haruhiko Bito, Dagimhiwat H. Legesse, Chen Fan, Ryan E. Hibbs, Taylor F. Minckley, Chen Zhang, Yan Qin",12 Jun 2024
